"","geography_code","monthaverageCC_counts"
"2346","S01008851",8.75
"2347","S01008852",2.5
"2348","S01008853",3.75
"2349","S01008854",0
"2350","S01008855",5
"2351","S01008856",1.25
"2352","S01008857",6.25
"2353","S01008858",3.75
"2354","S01008859",6.25
"2355","S01008860",8.75
"2356","S01008861",0
"2357","S01008862",8.75
"2358","S01008863",6.25
"2359","S01008864",1.25
"2360","S01008865",2.5
"2361","S01008866",3.75
"2362","S01008867",0
"2363","S01008868",13.75
"2364","S01008869",6.25
"2365","S01008870",3.75
"2366","S01008871",5
"2367","S01008872",7.5
"2368","S01008873",3.75
"2369","S01008874",3.75
"2370","S01008875",5
"2371","S01008876",1.25
"2372","S01008877",2.5
"2373","S01008878",7.5
"2374","S01008879",5
"2375","S01008880",3.75
"2376","S01008881",0
"2377","S01008882",0
"2378","S01008883",1.25
"2379","S01008884",2.5
"2380","S01008885",0
"2381","S01008886",3.75
"2382","S01008887",1.25
"2383","S01008888",0
"2384","S01008889",0
"2385","S01008890",5
"2386","S01008891",0
"2387","S01008892",5
"2388","S01008893",3.75
"2389","S01008894",1.25
"2390","S01008895",0
"2391","S01008896",0
"2392","S01008897",3.75
"2393","S01008898",2.5
"2394","S01008899",17.5
"2395","S01008900",7.5
"2396","S01008901",11.25
"2397","S01008902",26.25
"2398","S01008903",18.75
"2399","S01008904",25
"2400","S01008905",27.5
"2401","S01008906",30
"2402","S01008907",20
"2403","S01008908",21.25
"2404","S01008909",11.25
"2405","S01008910",10
"2406","S01008911",7.5
"2407","S01008912",2.5
"2408","S01008913",5
"2409","S01008914",2.5
"2410","S01008915",3.75
"2411","S01008916",22.5
"2412","S01008917",21.25
"2413","S01008918",22.5
"2414","S01008919",13.75
"2415","S01008920",17.5
"2416","S01008921",25
"2417","S01008922",16.25
"2418","S01008923",20
"2419","S01008924",21.25
"2420","S01008925",17.5
"2421","S01008926",6.25
"2422","S01008927",15
"2423","S01008928",15
"2424","S01008929",56.25
"2425","S01008930",35
"2426","S01008931",23.75
"2427","S01008932",12.5
"2428","S01008933",16.25
"2429","S01008934",16.25
"2430","S01008935",2.5
"2431","S01008936",0
"2432","S01008937",5
"2433","S01008938",1.25
"2434","S01008939",1.25
"2435","S01008940",0
"2436","S01008941",1.25
"2437","S01008942",5
"2438","S01008943",0
"2439","S01008944",1.25
"2440","S01008945",1.25
"2441","S01008946",3.75
"2442","S01008947",5
"2443","S01008948",3.75
"2444","S01008949",10
"2445","S01008950",8.75
"2446","S01008951",13.75
"2447","S01008952",12.5
"2448","S01008953",10
"2449","S01008954",11.25
"2450","S01008955",6.25
"2451","S01008956",8.75
"2452","S01008957",11.25
"2453","S01008958",6.25
"2454","S01008959",8.75
"2455","S01008960",3.75
"2456","S01008961",2.5
"2457","S01008962",0
"2458","S01008963",3.75
"2459","S01008964",0
"2460","S01008965",1.25
"2461","S01008966",0
"2462","S01008967",1.25
"2463","S01008968",6.25
"2464","S01008969",1.25
"2465","S01008970",5
"2466","S01008971",0
"2467","S01008972",0
"2468","S01008973",3.75
"2469","S01008974",5
"2470","S01008975",2.5
"2471","S01008976",0
"2472","S01008977",1.25
"2473","S01008978",3.75
"2474","S01008979",5
"2475","S01008980",7.5
"2476","S01008981",0
"2477","S01008982",8.75
"2478","S01008983",8.75
"2479","S01008984",5
"2480","S01008985",10
"2481","S01008986",2.5
"2482","S01008987",0
"2483","S01008988",7.5
"2484","S01008989",5
"2485","S01008990",6.25
"2486","S01008991",5
"2487","S01008992",5
"2488","S01008993",2.5
"2489","S01008994",8.75
"2490","S01008995",3.75
"2491","S01008996",6.25
"2492","S01008997",5
"2493","S01008998",10
"2494","S01008999",7.5
"2495","S01009000",5
"2496","S01009001",3.75
"2497","S01009002",7.5
"2498","S01009003",5
"2499","S01009004",3.75
"2500","S01009005",3.75
"2501","S01009006",3.75
"2502","S01009007",6.25
"2503","S01009008",7.5
"2504","S01009009",6.25
"2505","S01009010",5
"2506","S01009011",0
"2507","S01009012",5
"2508","S01009013",2.5
"2509","S01009014",7.5
"2510","S01009015",2.5
"2511","S01009016",5
"2512","S01009017",11.25
"2513","S01009018",11.25
"2514","S01009019",5
"2515","S01009020",8.75
"2516","S01009021",2.5
"2517","S01009022",11.25
"2518","S01009023",8.75
"2519","S01009024",10
"2520","S01009025",20
"2521","S01009026",8.75
"2522","S01009027",6.25
"2523","S01009028",7.5
"2524","S01009029",5
"2525","S01009030",12.5
"2526","S01009031",10
"2527","S01009032",7.5
"2528","S01009033",5
"2529","S01009034",2.5
"2530","S01009035",5
"2531","S01009036",3.75
"2532","S01009037",6.25
"2533","S01009038",8.75
"2534","S01009039",18.75
"2535","S01009040",6.25
"2536","S01009041",18.75
"2537","S01009042",6.25
"2538","S01009043",6.25
"2539","S01009044",5
"2540","S01009045",6.25
"2541","S01009046",6.25
"2542","S01009047",10
"2543","S01009048",5
"2544","S01009049",2.5
"2545","S01009050",8.75
"2546","S01009051",5
"2547","S01009052",7.5
"2548","S01009053",31.25
"2549","S01009054",6.25
"2550","S01009055",7.5
"2551","S01009056",6.25
"2552","S01009057",16.25
"2553","S01009058",16.25
"2554","S01009059",11.25
"2555","S01009060",1.25
"2556","S01009061",11.25
"2557","S01009062",22.5
"2558","S01009063",2.5
"2559","S01009064",6.25
"2560","S01009065",18.75
"2561","S01009066",8.75
"2562","S01009067",1.25
"2563","S01009068",10
"2564","S01009069",3.75
"2565","S01009070",5
"2566","S01009071",7.5
"2567","S01009072",5
"2568","S01009073",5
"2569","S01009074",15
"2570","S01009075",13.75
"2571","S01009076",10
"2572","S01009077",11.25
"2573","S01009078",5
"2574","S01009079",15
"2575","S01009080",16.25
"2576","S01009081",7.5
"2577","S01009082",21.25
"2578","S01009083",11.25
"2579","S01009084",5
"2580","S01009085",5
"2581","S01009086",10
"2582","S01009087",12.5
"2583","S01009088",5
"2584","S01009089",3.75
"2585","S01009090",11.25
"2586","S01009091",0
"2587","S01009092",12.5
"2588","S01009093",12.5
"2589","S01009094",0
"2590","S01009095",5
"2591","S01009096",11.25
"2592","S01009097",2.5
"2593","S01009098",0
"2594","S01009099",6.25
"2595","S01009100",11.25
"2596","S01009101",20
"2597","S01009102",30
"2598","S01009103",5
"2599","S01009104",7.5
"2600","S01009105",6.25
"2601","S01009106",7.5
"2602","S01009107",5
"2603","S01009108",2.5
"2604","S01009109",0
"2605","S01009110",8.75
"2606","S01009111",2.5
"2607","S01009112",0
"2608","S01009113",3.75
"2609","S01009114",6.25
"2610","S01009115",6.25
"2611","S01009116",0
"2612","S01009117",13.75
"2613","S01009118",3.75
"2614","S01009119",11.25
"2615","S01009120",7.5
"2616","S01009121",11.25
"2617","S01009122",12.5
"2618","S01009123",2.5
"2619","S01009124",5
"2620","S01009125",7.5
"2621","S01009126",33.75
"2622","S01009127",25
"2623","S01009128",33.75
"2624","S01009129",16.25
"2625","S01009130",13.75
"2626","S01009131",11.25
"2627","S01009132",13.75
"2628","S01009133",22.5
"2629","S01009134",13.75
"2630","S01009135",6.25
"2631","S01009136",5
"2632","S01009137",0
"2633","S01009138",8.75
"2634","S01009139",23.75
"2635","S01009140",18.75
"2636","S01009141",32.5
"2637","S01009142",25
"2638","S01009143",20
"2639","S01009144",6.25
"2640","S01009145",17.5
"2641","S01009146",18.75
"2642","S01009147",26.25
"2643","S01009148",15
"2644","S01009149",13.75
"2645","S01009150",10
"2646","S01009151",6.25
"2647","S01009152",11.25
"2648","S01009153",8.75
"2649","S01009154",6.25
"2650","S01009155",5
"2651","S01009156",2.5
"2652","S01009157",10
"2653","S01009158",12.5
"2654","S01009159",17.5
"2655","S01009160",22.5
"2656","S01009161",27.5
"2657","S01009162",20
"2658","S01009163",8.75
"2659","S01009164",10
"2660","S01009165",26.25
"2661","S01009166",17.5
"2662","S01009167",13.75
"2663","S01009168",5
"2664","S01009169",8.75
"2665","S01009170",18.75
"2666","S01009171",25
"2667","S01009172",3.75
"2668","S01009173",7.5
"2669","S01009174",0
"2670","S01009175",1.25
"2671","S01009176",5
"2672","S01009177",28.75
"2673","S01009178",30
"2674","S01009179",16.25
"2675","S01009180",17.5
"2676","S01009181",15
"2677","S01009182",8.75
"2678","S01009183",1.25
"2679","S01009184",20
"2680","S01009185",13.75
"2681","S01009186",15
"2682","S01009187",0
"2683","S01009188",17.5
"2684","S01009189",13.75
"2685","S01009190",3.75
"2686","S01009191",1.25
"2687","S01009192",3.75
"2688","S01009193",5
"2689","S01009194",5
"2690","S01009195",5
"2691","S01009196",5
"2692","S01009197",5
"2693","S01009198",6.25
"2694","S01009199",0
"2695","S01009200",8.75
"2696","S01009201",11.25
"2697","S01009202",0
"2698","S01009203",20
"2699","S01009204",13.75
"2700","S01009205",1.25
"2701","S01009206",5
"2702","S01009207",6.25
"2703","S01009208",5
"2704","S01009209",3.75
"2705","S01009210",0
"2706","S01009211",10
"2707","S01009212",10
"2708","S01009213",21.25
"2709","S01009214",10
"2710","S01009215",16.25
"2711","S01009216",10
"2712","S01009217",16.25
"2713","S01009218",5
"2714","S01009219",7.5
"2715","S01009220",8.75
"2716","S01009221",7.5
"2717","S01009222",17.5
"2718","S01009223",5
"2719","S01009224",10
"2720","S01009225",8.75
"2721","S01009226",17.5
"2722","S01009227",10
"2723","S01009228",26.25
"2724","S01009229",6.25
"2725","S01009230",5
"2726","S01009231",7.5
"2727","S01009232",42.5
"2728","S01009233",5
"2729","S01009234",31.25
"2730","S01009235",21.25
"2731","S01009236",1.25
"2732","S01009237",3.75
"2733","S01009238",12.5
"2734","S01009239",17.5
"2735","S01009240",43.75
"2736","S01009241",33.75
"2737","S01009242",11.25
"2738","S01009243",7.5
"2739","S01009244",0
"2740","S01009245",5
"2741","S01009246",10
"2742","S01009247",5
"2743","S01009248",5
"2744","S01009249",12.5
"2745","S01009250",3.75
"2746","S01009251",5
"2747","S01009252",0
"2748","S01009253",1.25
"2749","S01009254",13.75
"2750","S01009255",15
"2751","S01009256",1.25
"2752","S01009257",12.5
"2753","S01009258",1.25
"2754","S01009259",5
"2755","S01009260",15
"2756","S01009261",15
"2757","S01009262",7.5
"2758","S01009263",1.25
"2759","S01009264",5
"2760","S01009265",18.75
"2761","S01009266",11.25
"2762","S01009267",7.5
"2763","S01009268",18.75
"2764","S01009269",21.25
"2765","S01009270",11.25
"2766","S01009271",6.25
"2767","S01009272",20
"2768","S01009273",0
"2769","S01009274",10
"2770","S01009275",10
"2771","S01009276",10
"2772","S01009277",0
"2773","S01009278",0
"2774","S01009279",3.75
"2775","S01009280",25
"2776","S01009281",20
"2777","S01009282",10
"2778","S01009283",5
"2779","S01009284",6.25
"2780","S01009285",1.25
"2781","S01009286",5
"2782","S01009287",2.5
"2783","S01009288",5
"2784","S01009289",7.5
"2785","S01009290",2.5
"2786","S01009291",2.5
"2787","S01009292",10
"2788","S01009293",7.5
"2789","S01009294",5
"2790","S01009295",5
"2791","S01009296",5
"2792","S01009297",3.75
"2793","S01009298",23.75
"2794","S01009299",21.25
"2795","S01009300",22.5
"2796","S01009301",66.25
"2797","S01009302",41.25
"2798","S01009303",6.25
"2799","S01009304",11.25
"2800","S01009305",17.5
"2801","S01009306",31.25
"2802","S01009307",31.25
"2803","S01009308",13.75
"2804","S01009309",8.75
"2805","S01009310",3.75
"2806","S01009311",15
"2807","S01009312",3.75
"2808","S01009313",11.25
"2809","S01009314",5
"2810","S01009315",12.5
"2811","S01009316",8.75
"2812","S01009317",3.75
"2813","S01009318",2.5
"2814","S01009319",6.25
"2815","S01009320",0
"2816","S01009321",2.5
"2817","S01009322",3.75
"2818","S01009323",10
"2819","S01009324",5
"2820","S01009325",3.75
"2821","S01009326",2.5
"2822","S01009327",2.5
"2823","S01009328",5
"2824","S01009329",7.5
"2825","S01009330",7.5
"2826","S01009331",10
"2827","S01009332",2.5
"2828","S01009333",16.25
"2829","S01009334",20
"2830","S01009335",26.25
"2831","S01009336",31.25
"2832","S01009337",23.75
"2833","S01009338",30
"2834","S01009339",42.5
"2835","S01009340",13.75
"2836","S01009341",13.75
"2837","S01009342",16.25
"2838","S01009343",3.75
"2839","S01009344",12.5
"2840","S01009345",11.25
"2841","S01009346",5
"2842","S01009347",1.25
"2843","S01009348",5
"2844","S01009349",2.5
"2845","S01009350",5
"2846","S01009351",0
"2847","S01009352",2.5
"2848","S01009353",0
"2849","S01009354",5
"2850","S01009355",2.5
"2851","S01009356",3.75
"2852","S01009357",0
"2853","S01009358",0
"2854","S01009359",7.5
"2855","S01009360",5
"2856","S01009361",5
"2857","S01009362",6.25
"2858","S01009363",13.75
"2859","S01009364",5
"2860","S01009365",8.75
"2861","S01009366",11.25
"2862","S01009367",12.5
"2863","S01009368",16.25
"2864","S01009369",5
"2865","S01009370",16.25
"2866","S01009371",8.75
"2867","S01009372",10
"2868","S01009373",13.75
"2869","S01009374",11.25
"2870","S01009375",15
"2871","S01009376",11.25
"2872","S01009377",12.5
"2873","S01009378",16.25
"2874","S01009379",11.25
"2875","S01009380",0
"2876","S01009381",6.25
"2877","S01009382",13.75
"2878","S01009383",25
"2879","S01009384",1.25
"2880","S01009385",2.5
"2881","S01009386",10
"2882","S01009387",13.75
"2883","S01009388",30
"2884","S01009389",15
"2885","S01009390",3.75
"2886","S01009391",2.5
"2887","S01009392",0
"2888","S01009393",1.25
"2889","S01009394",6.25
"2890","S01009395",2.5
"2891","S01009396",1.25
"2892","S01009397",3.75
"2893","S01009398",1.25
"2894","S01009399",3.75
"2895","S01009400",3.75
"2896","S01009401",3.75
"2897","S01009402",5
"2898","S01009403",5
"2899","S01009404",28.75
"2900","S01009405",5
"2901","S01009406",13.75
"2902","S01009407",8.75
"2903","S01009408",6.25
"2904","S01009409",6.25
"2905","S01009410",15
"2906","S01009411",13.75
"2907","S01009412",28.75
"2908","S01009413",15
"2909","S01009414",7.5
"2910","S01009415",13.75
"2911","S01009416",1.25
"2912","S01009417",3.75
"2913","S01009418",17.5
"2914","S01009419",12.5
"2915","S01009420",20
"2916","S01009421",22.5
"2917","S01009422",16.25
"2918","S01009423",5
"2919","S01009424",5
"2920","S01009425",16.25
"2921","S01009426",23.75
"2922","S01009427",18.75
"2923","S01009428",15
"2924","S01009429",25
"2925","S01009430",20
"2926","S01009431",17.5
"2927","S01009432",20
"2928","S01009433",18.75
"2929","S01009434",15
"2930","S01009435",33.75
"2931","S01009436",16.25
"2932","S01009437",11.25
"2933","S01009438",20
"2934","S01009439",23.75
"2935","S01009440",17.5
"2936","S01009441",22.5
"2937","S01009442",1.25
"2938","S01009443",6.25
"2939","S01009444",8.75
"2940","S01009445",12.5
"2941","S01009446",23.75
"2942","S01009447",16.25
"2943","S01009448",10
"2944","S01009449",7.5
"2945","S01009450",20
"2946","S01009451",23.75
"2947","S01009452",12.5
"2948","S01009453",20
"2949","S01009454",6.25
"2950","S01009455",7.5
"2951","S01009456",18.75
"2952","S01009457",0
"2953","S01009458",7.5
"2954","S01009459",31.25
"2955","S01009460",42.5
"2956","S01009461",2.5
"2957","S01009462",13.75
"2958","S01009463",8.75
"2959","S01009464",11.25
"2960","S01009465",8.75
"2961","S01009466",5
"2962","S01009467",3.75
"2963","S01009468",17.5
"2964","S01009469",11.25
"2965","S01009470",6.25
"2966","S01009471",32.5
"2967","S01009472",30
"2968","S01009473",48.75
"2969","S01009474",51.25
"2970","S01009475",1.25
"2971","S01009476",1.25
"2972","S01009477",5
"2973","S01009478",32.5
"2974","S01009479",21.25
"2975","S01009480",10
"2976","S01009481",15
"2977","S01009482",16.25
"2978","S01009483",12.5
"2979","S01009484",17.5
"2980","S01009485",17.5
"2981","S01009486",17.5
"2982","S01009487",21.25
"2983","S01009488",13.75
"2984","S01009489",22.5
"2985","S01009490",36.25
"2986","S01009491",10
"2987","S01009492",8.75
"2988","S01009493",1.25
"2989","S01009494",10
"2990","S01009495",2.5
"2991","S01009496",8.75
"2992","S01009497",11.25
"2993","S01009498",6.25
"2994","S01009499",20
"2995","S01009500",22.5
"2996","S01009501",18.75
"2997","S01009502",21.25
"2998","S01009503",16.25
"2999","S01009504",26.25
"3000","S01009505",36.25
"3001","S01009506",35
"3002","S01009507",15
"3003","S01009508",43.75
"3004","S01009509",40
"3005","S01009510",3.75
"3006","S01009511",2.5
"3007","S01009512",3.75
"3008","S01009513",5
"3009","S01009514",5
"3010","S01009515",18.75
"3011","S01009516",13.75
"3012","S01009517",2.5
"3013","S01009518",3.75
"3014","S01009519",7.5
"3015","S01009520",10
"3016","S01009521",23.75
"3017","S01009522",17.5
"3018","S01009523",21.25
"3019","S01009524",33.75
"3020","S01009525",16.25
"3021","S01009526",6.25
"3022","S01009527",31.25
"3023","S01009528",17.5
"3024","S01009529",7.5
"3025","S01009530",5
"3026","S01009531",30
"3027","S01009532",28.75
"3028","S01009533",30
"3029","S01009534",46.25
"3030","S01009535",41.25
"3031","S01009536",11.25
"3032","S01009537",11.25
"3033","S01009538",30
"3034","S01009539",11.25
"3035","S01009540",45
"3036","S01009541",12.5
"3037","S01009542",33.75
"3038","S01009543",5
"3039","S01009544",10
"3040","S01009545",12.5
"3041","S01009546",16.25
"3042","S01009547",22.5
"3043","S01009548",13.75
"3044","S01009549",12.5
"3045","S01009550",8.75
"3046","S01009551",7.5
"3047","S01009552",6.25
"3048","S01009553",20
"3049","S01009554",13.75
"3050","S01009555",10
"3051","S01009556",23.75
"3052","S01009557",13.75
"3053","S01009558",18.75
"3054","S01009559",27.5
"3055","S01009560",27.5
"3056","S01009561",15
"3057","S01009562",10
"3058","S01009563",11.25
"3059","S01009564",8.75
"3060","S01009565",18.75
"3061","S01009566",12.5
"3062","S01009567",13.75
"3063","S01009568",11.25
"3064","S01009569",12.5
"3065","S01009570",8.75
"3066","S01009571",22.5
"3067","S01009572",31.25
"3068","S01009573",17.5
"3069","S01009574",18.75
"3070","S01009575",1.25
"3071","S01009576",0
"3072","S01009577",1.25
"3073","S01009578",5
"3074","S01009579",16.25
"3075","S01009580",2.5
"3076","S01009581",6.25
"3077","S01009582",2.5
"3078","S01009583",18.75
"3079","S01009584",5
"3080","S01009585",10
"3081","S01009586",7.5
"3082","S01009587",7.5
"3083","S01009588",6.25
"3084","S01009589",11.25
"3085","S01009590",2.5
"3086","S01009591",3.75
"3087","S01009592",0
"3088","S01009593",0
"3089","S01009594",2.5
"3090","S01009595",2.5
"3091","S01009596",8.75
"3092","S01009597",25
"3093","S01009598",13.75
"3094","S01009599",11.25
"3095","S01009600",10
"3096","S01009601",15
"3097","S01009602",5
"3098","S01009603",10
"3099","S01009604",8.75
"3100","S01009605",11.25
"3101","S01009606",0
"3102","S01009607",2.5
"3103","S01009608",7.5
"3104","S01009609",8.75
"3105","S01009610",11.25
"3106","S01009611",1.25
"3107","S01009612",5
"3108","S01009613",0
"3109","S01009614",0
"3110","S01009615",3.75
"3111","S01009616",6.25
"3112","S01009617",8.75
"3113","S01009618",18.75
"3114","S01009619",16.25
"3115","S01009620",18.75
"3116","S01009621",27.5
"3117","S01009622",62.5
"3118","S01009623",11.25
"3119","S01009624",21.25
"3120","S01009625",20
"3121","S01009626",20
"3122","S01009627",15
"3123","S01009628",5
"3124","S01009629",31.25
"3125","S01009630",22.5
"3126","S01009631",41.25
"3127","S01009632",12.5
"3128","S01009633",30
"3129","S01009634",12.5
"3130","S01009635",27.5
"3131","S01009636",61.25
"3132","S01009637",23.75
"3133","S01009638",40
"3134","S01009639",2.5
"3135","S01009640",32.5
"3136","S01009641",26.25
"3137","S01009642",25
"3138","S01009643",3.75
"3139","S01009644",22.5
"3140","S01009645",12.5
"3141","S01009646",12.5
"3142","S01009647",22.5
"3143","S01009648",15
"3144","S01009649",30
"3145","S01009650",3.75
"3146","S01009651",6.25
"3147","S01009652",5
"3148","S01009653",6.25
"3149","S01009654",10
"3150","S01009655",17.5
"3151","S01009656",26.25
"3152","S01009657",7.5
"3153","S01009658",23.75
"3154","S01009659",22.5
"3155","S01009660",20
"3156","S01009661",3.75
"3157","S01009662",7.5
"3158","S01009663",6.25
"3159","S01009664",2.5
"3160","S01009665",13.75
"3161","S01009666",7.5
"3162","S01009667",5
"3163","S01009668",3.75
"3164","S01009669",2.5
"3165","S01009670",5
"3166","S01009671",2.5
"3167","S01009672",11.25
"3168","S01009673",2.5
"3169","S01009674",3.75
"3170","S01009675",7.5
"3171","S01009676",7.5
"3172","S01009677",3.75
"3173","S01009678",3.75
"3174","S01009679",18.75
"3175","S01009680",10
"3176","S01009681",5
"3177","S01009682",2.5
"3178","S01009683",7.5
"3179","S01009684",2.5
"3180","S01009685",11.25
"3181","S01009686",20
"3182","S01009687",5
"3183","S01009688",28.75
"3184","S01009689",13.75
"3185","S01009690",21.25
"3186","S01009691",5
"3187","S01009692",6.25
"3188","S01009693",5
"3189","S01009694",5
"3190","S01009695",6.25
"3191","S01009696",6.25
"3192","S01009697",1.25
"3193","S01009698",2.5
"3194","S01009699",5
"3195","S01009700",6.25
"3196","S01009701",1.25
"3197","S01009702",0
"3198","S01009703",6.25
"3199","S01009704",5
"3200","S01009705",16.25
"3201","S01009706",12.5
"3202","S01009707",5
"3203","S01009708",10
"3204","S01009709",5
"3205","S01009710",6.25
"3206","S01009711",13.75
"3207","S01009712",7.5
"3208","S01009713",6.25
"3209","S01009714",6.25
"3210","S01009715",3.75
"3211","S01009716",0
"3212","S01009717",6.25
"3213","S01009718",7.5
"3214","S01009719",7.5
"3215","S01009720",5
"3216","S01009721",0
"3217","S01009722",3.75
"3218","S01009723",2.5
"3219","S01009724",7.5
"3220","S01009725",5
"3221","S01009726",1.25
"3222","S01009727",5
"3223","S01009728",0
"3224","S01009729",1.25
"3225","S01009730",2.5
"3226","S01009731",1.25
"3227","S01009732",0
"3228","S01009733",5
"3229","S01009734",5
"3230","S01009735",1.25
"3231","S01009736",0
"3232","S01009737",8.75
"3233","S01009738",2.5
"3234","S01009739",3.75
"3235","S01009740",6.25
"3236","S01009741",0
"3237","S01009742",1.25
"3238","S01009743",3.75
"3239","S01009744",3.75
"3240","S01009745",2.5
"3241","S01009746",1.25
"3242","S01009747",10
"3243","S01009748",7.5
"3244","S01009749",10
"3245","S01009750",10
"3246","S01009751",13.75
"3247","S01009752",3.75
"3248","S01009753",3.75
"3249","S01009754",10
"3250","S01009755",3.75
"3251","S01009756",5
"3252","S01009757",0
"3253","S01009758",5
"3254","S01009759",43.75
"3255","S01009760",26.25
"3256","S01009761",5
"3257","S01009762",28.75
"3258","S01009763",6.25
"3259","S01009764",16.25
"3260","S01009765",10
"3261","S01009766",2.5
"3262","S01009767",18.75
"3263","S01009768",18.75
"3264","S01009769",8.75
"3265","S01009770",6.25
"3266","S01009771",7.5
"3267","S01009772",7.5
"3268","S01009773",3.75
"3269","S01009774",6.25
"3270","S01009775",26.25
"3271","S01009776",26.25
"3272","S01009777",17.5
"3273","S01009778",22.5
"3274","S01009779",17.5
"3275","S01009780",23.75
"3276","S01009781",13.75
"3277","S01009782",20
"3278","S01009783",23.75
"3279","S01009784",25
"3280","S01009785",21.25
"3281","S01009786",40
"3282","S01009787",28.75
"3283","S01009788",20
"3284","S01009789",23.75
"3285","S01009790",11.25
"3286","S01009791",23.75
"3287","S01009792",5
"3288","S01009793",6.25
"3289","S01009794",5
"3290","S01009795",6.25
"3291","S01009796",5
"3292","S01009797",7.5
"3293","S01009798",0
"3294","S01009799",35
"3295","S01009800",31.25
"3296","S01009801",26.25
"3297","S01009802",21.25
"3298","S01009803",22.5
"3299","S01009804",3.75
"3300","S01009805",26.25
"3301","S01009806",12.5
"3302","S01009807",6.25
"3303","S01009808",10
"3304","S01009809",16.25
"3305","S01009810",32.5
"3306","S01009811",16.25
"3307","S01009812",12.5
"3308","S01009813",35
"3309","S01009814",10
"3310","S01009815",17.5
"3311","S01009816",8.75
"3312","S01009817",11.25
"3313","S01009818",10
"3314","S01009819",5
"3315","S01009820",18.75
"3316","S01009821",8.75
"3317","S01009822",6.25
"3318","S01009823",17.5
"3319","S01009824",21.25
"3320","S01009825",30
"3321","S01009826",17.5
"3322","S01009827",22.5
"3323","S01009828",30
"3324","S01009829",31.25
"3325","S01009830",16.25
"3326","S01009831",10
"3327","S01009832",20
"3328","S01009833",5
"3329","S01009834",17.5
"3330","S01009835",17.5
"3331","S01009836",11.25
"3332","S01009837",15
"3333","S01009838",26.25
"3334","S01009839",50
"3335","S01009840",20
"3336","S01009841",41.25
"3337","S01009842",40
"3338","S01009843",37.5
"3339","S01009844",68.75
"3340","S01009845",52.5
"3341","S01009846",23.75
"3342","S01009847",32.5
"3343","S01009848",21.25
"3344","S01009849",11.25
"3345","S01009850",15
"3346","S01009851",36.25
"3347","S01009852",7.5
"3348","S01009853",11.25
"3349","S01009854",26.25
"3350","S01009855",10
"3351","S01009856",12.5
"3352","S01009857",8.75
"3353","S01009858",8.75
"3354","S01009859",66.25
"3355","S01009860",46.25
"3356","S01009861",47.5
"3357","S01009862",56.25
"3358","S01009863",28.75
"3359","S01009864",11.25
"3360","S01009865",12.5
"3361","S01009866",18.75
"3362","S01009867",23.75
"3363","S01009868",11.25
"3364","S01009869",12.5
"3365","S01009870",10
"3366","S01009871",25
"3367","S01009872",16.25
"3368","S01009873",22.5
"3369","S01009874",36.25
"3370","S01009875",20
"3371","S01009876",17.5
"3372","S01009877",5
"3373","S01009878",13.75
"3374","S01009879",1.25
"3375","S01009880",7.5
"3376","S01009881",7.5
"3377","S01009882",20
"3378","S01009883",8.75
"3379","S01009884",17.5
"3380","S01009885",10
"3381","S01009886",13.75
"3382","S01009887",22.5
"3383","S01009888",13.75
"3384","S01009889",22.5
"3385","S01009890",11.25
"3386","S01009891",20
"3387","S01009892",30
"3388","S01009893",22.5
"3389","S01009894",28.75
"3390","S01009895",30
"3391","S01009896",26.25
"3392","S01009897",16.25
"3393","S01009898",7.5
"3394","S01009899",18.75
"3395","S01009900",7.5
"3396","S01009901",7.5
"3397","S01009902",11.25
"3398","S01009903",12.5
"3399","S01009904",11.25
"3400","S01009905",23.75
"3401","S01009906",11.25
"3402","S01009907",23.75
"3403","S01009908",16.25
"3404","S01009909",35
"3405","S01009910",7.5
"3406","S01009911",5
"3407","S01009912",1.25
"3408","S01009913",3.75
"3409","S01009914",3.75
"3410","S01009915",5
"3411","S01009916",6.25
"3412","S01009917",5
"3413","S01009918",5
"3414","S01009919",21.25
"3415","S01009920",7.5
"3416","S01009921",15
"3417","S01009922",8.75
"3418","S01009923",10
"3419","S01009924",13.75
"3420","S01009925",5
"3421","S01009926",8.75
"3422","S01009927",10
"3423","S01009928",5
"3424","S01009929",0
"3425","S01009930",8.75
"3426","S01009931",8.75
"3427","S01009932",6.25
"3428","S01009933",46.25
"3429","S01009934",8.75
"3430","S01009935",37.5
"3431","S01009936",21.25
"3432","S01009937",6.25
"3433","S01009938",22.5
"3434","S01009939",48.75
"3435","S01009940",37.5
"3436","S01009941",15
"3437","S01009942",47.5
"3438","S01009943",36.25
"3439","S01009944",21.25
"3440","S01009945",27.5
"3441","S01009946",12.5
"3442","S01009947",7.5
"3443","S01009948",40
"3444","S01009949",15
"3445","S01009950",1.25
"3446","S01009951",0
"3447","S01009952",5
"3448","S01009953",5
"3449","S01009954",5
"3450","S01009955",13.75
"3451","S01009956",10
"3452","S01009957",5
"3453","S01009958",5
"3454","S01009959",0
"3455","S01009960",5
"3456","S01009961",6.25
"3457","S01009962",16.25
"3458","S01009963",3.75
"3459","S01009964",5
"3460","S01009965",7.5
"3461","S01009966",1.25
"3462","S01009967",2.5
"3463","S01009968",8.75
"3464","S01009969",2.5
"3465","S01009970",40
"3466","S01009971",32.5
"3467","S01009972",11.25
"3468","S01009973",10
"3469","S01009974",22.5
"3470","S01009975",28.75
"3471","S01009976",23.75
"3472","S01009977",42.5
"3473","S01009978",35
"3474","S01009979",18.75
"3475","S01009980",15
"3476","S01009981",20
