"","geography_code","monthaverageCC_counts"
"5736","S01012241",2.5
"5737","S01012242",1.25
"5738","S01012243",3.75
"5739","S01012244",0
"5740","S01012245",2.5
"5741","S01012246",5
"5742","S01012247",5
"5743","S01012248",1.25
"5744","S01012249",5
"5745","S01012250",1.25
"5746","S01012251",10
"5747","S01012252",11.25
"5748","S01012253",10
"5749","S01012254",5
"5750","S01012255",1.25
"5751","S01012256",2.5
"5752","S01012257",7.5
"5753","S01012258",0
"5754","S01012259",0
"5755","S01012260",6.25
"5756","S01012261",0
"5757","S01012262",3.75
"5758","S01012263",10
"5759","S01012264",1.25
"5760","S01012265",12.5
"5761","S01012266",7.5
"5762","S01012267",5
"5763","S01012268",3.75
"5764","S01012269",7.5
"5765","S01012270",6.25
"5766","S01012271",7.5
"5767","S01012272",5
"5768","S01012273",5
"5769","S01012274",10
"5770","S01012275",21.25
"5771","S01012276",12.5
"5772","S01012277",12.5
"5773","S01012278",12.5
"5774","S01012279",10
"5775","S01012280",16.25
"5776","S01012281",13.75
"5777","S01012282",2.5
"5778","S01012283",12.5
"5779","S01012284",21.25
"5780","S01012285",5
"5781","S01012286",20
"5782","S01012287",37.5
"5783","S01012288",26.25
"5784","S01012289",2.5
"5785","S01012290",10
"5786","S01012291",8.75
"5787","S01012292",2.5
"5788","S01012293",1.25
"5789","S01012294",7.5
"5790","S01012295",5
"5791","S01012296",3.75
"5792","S01012297",0
"5793","S01012298",7.5
"5794","S01012299",1.25
"5795","S01012300",7.5
"5796","S01012301",5
"5797","S01012302",3.75
"5798","S01012303",8.75
"5799","S01012304",3.75
"5800","S01012305",3.75
"5801","S01012306",7.5
"5802","S01012307",10
"5803","S01012308",5
"5804","S01012309",5
"5805","S01012310",6.25
"5806","S01012311",2.5
"5807","S01012312",2.5
"5808","S01012313",2.5
"5809","S01012314",7.5
"5810","S01012315",10
"5811","S01012316",10
"5812","S01012317",2.5
"5813","S01012318",10
"5814","S01012319",5
"5815","S01012320",7.5
"5816","S01012321",8.75
"5817","S01012322",5
"5818","S01012323",2.5
"5819","S01012324",6.25
"5820","S01012325",1.25
"5821","S01012326",13.75
"5822","S01012327",5
"5823","S01012328",3.75
"5824","S01012329",6.25
"5825","S01012330",5
"5826","S01012331",0
"5827","S01012332",3.75
"5828","S01012333",3.75
"5829","S01012334",13.75
"5830","S01012335",8.75
"5831","S01012336",1.25
"5832","S01012337",21.25
"5833","S01012338",10
"5834","S01012339",8.75
"5835","S01012340",8.75
"5836","S01012341",2.5
"5837","S01012342",3.75
"5838","S01012343",0
"5839","S01012344",16.25
"5840","S01012345",3.75
"5841","S01012346",0
"5842","S01012347",1.25
"5843","S01012348",5
"5844","S01012349",6.25
"5845","S01012350",11.25
"5846","S01012351",8.75
"5847","S01012352",6.25
"5848","S01012353",18.75
"5849","S01012354",6.25
"5850","S01012355",5
"5851","S01012356",5
"5852","S01012357",0
"5853","S01012358",1.25
"5854","S01012359",20
"5855","S01012360",15
"5856","S01012361",10
"5857","S01012362",16.25
"5858","S01012363",35
"5859","S01012364",15
"5860","S01012365",5
"5861","S01012366",13.75
"5862","S01012367",6.25
"5863","S01012368",7.5
"5864","S01012369",5
"5865","S01012370",15
"5866","S01012371",26.25
"5867","S01012372",16.25
"5868","S01012373",12.5
"5869","S01012374",8.75
"5870","S01012375",17.5
"5871","S01012376",1.25
"5872","S01012377",3.75
"5873","S01012378",1.25
"5874","S01012379",1.25
"5875","S01012380",10
"5876","S01012381",7.5
"5877","S01012382",5
"5878","S01012383",8.75
"5879","S01012384",5
"5880","S01012385",12.5
"5881","S01012386",27.5
"5882","S01012387",5
"5883","S01012388",0
"5884","S01012389",5
"5885","S01012390",1.25
"5886","S01012391",5
"5887","S01012392",3.75
"5888","S01012393",0
"5889","S01012394",8.75
"5890","S01012395",5
"5891","S01012396",3.75
"5892","S01012397",2.5
"5893","S01012398",5
"5894","S01012399",3.75
"5895","S01012400",7.5
"5896","S01012401",13.75
"5897","S01012402",0
"5898","S01012403",3.75
"5899","S01012404",5
"5900","S01012405",0
"5901","S01012406",0
"5902","S01012407",3.75
"5903","S01012408",0
"5904","S01012409",1.25
"5905","S01012410",3.75
"5906","S01012411",6.25
"5907","S01012412",3.75
"5908","S01012413",5
"5909","S01012414",1.25
"5910","S01012415",0
"5911","S01012416",0
"5912","S01012417",7.5
"5913","S01012418",2.5
"5914","S01012419",2.5
"5915","S01012420",11.25
"5916","S01012421",10
"5917","S01012422",6.25
"5918","S01012423",7.5
"5919","S01012424",10
"5920","S01012425",13.75
"5921","S01012426",15
"5922","S01012427",16.25
"5923","S01012428",7.5
"5924","S01012429",3.75
"5925","S01012430",6.25
"5926","S01012431",5
"5927","S01012432",12.5
"5928","S01012433",7.5
"5929","S01012434",13.75
"5930","S01012435",22.5
"5931","S01012436",18.75
"5932","S01012437",12.5
"5933","S01012438",10
"5934","S01012439",21.25
"5935","S01012440",3.75
"5936","S01012441",2.5
"5937","S01012442",13.75
"5938","S01012443",3.75
"5939","S01012444",5
"5940","S01012445",3.75
"5941","S01012446",8.75
"5942","S01012447",6.25
"5943","S01012448",5
"5944","S01012449",5
"5945","S01012450",6.25
"5946","S01012451",3.75
"5947","S01012452",3.75
"5948","S01012453",3.75
"5949","S01012454",0
"5950","S01012455",0
"5951","S01012456",1.25
"5952","S01012457",2.5
"5953","S01012458",5
"5954","S01012459",5
"5955","S01012460",0
"5956","S01012461",11.25
"5957","S01012462",25
"5958","S01012463",22.5
"5959","S01012464",20
"5960","S01012465",7.5
"5961","S01012466",7.5
"5962","S01012467",10
"5963","S01012468",7.5
"5964","S01012469",3.75
"5965","S01012470",16.25
"5966","S01012471",1.25
"5967","S01012472",5
"5968","S01012473",2.5
"5969","S01012474",7.5
"5970","S01012475",5
"5971","S01012476",16.25
"5972","S01012477",2.5
"5973","S01012478",10
"5974","S01012479",6.25
"5975","S01012480",7.5
"5976","S01012481",25
"5977","S01012482",12.5
"5978","S01012483",33.75
"5979","S01012484",10
"5980","S01012485",1.25
"5981","S01012486",0
"5982","S01012487",8.75
"5983","S01012488",8.75
"5984","S01012489",92.5
"5985","S01012490",41.25
"5986","S01012491",40
"5987","S01012492",57.5
"5988","S01012493",13.75
"5989","S01012494",10
"5990","S01012495",25
"5991","S01012496",18.75
"5992","S01012497",18.75
"5993","S01012498",40
"5994","S01012499",15
"5995","S01012500",17.5
"5996","S01012501",28.75
"5997","S01012502",48.75
"5998","S01012503",25
"5999","S01012504",17.5
"6000","S01012505",25
"6001","S01012506",5
"6002","S01012507",10
"6003","S01012508",7.5
"6004","S01012509",3.75
"6005","S01012510",5
"6006","S01012511",3.75
"6007","S01012512",16.25
"6008","S01012513",2.5
"6009","S01012514",5
"6010","S01012515",8.75
"6011","S01012516",3.75
"6012","S01012517",12.5
"6013","S01012518",5
"6014","S01012519",3.75
"6015","S01012520",1.25
"6016","S01012521",5
"6017","S01012522",5
"6018","S01012523",2.5
"6019","S01012524",6.25
"6020","S01012525",6.25
"6021","S01012526",2.5
"6022","S01012527",5
"6023","S01012528",6.25
"6024","S01012529",13.75
"6025","S01012530",5
"6026","S01012531",6.25
"6027","S01012532",6.25
"6028","S01012533",2.5
"6029","S01012534",6.25
"6030","S01012535",10
"6031","S01012536",16.25
"6032","S01012537",10
"6033","S01012538",26.25
"6034","S01012539",6.25
"6035","S01012540",16.25
"6036","S01012541",11.25
"6037","S01012542",10
"6038","S01012543",8.75
"6039","S01012544",11.25
"6040","S01012545",8.75
"6041","S01012546",7.5
"6042","S01012547",7.5
"6043","S01012548",5
"6044","S01012549",13.75
"6045","S01012550",11.25
"6046","S01012551",7.5
"6047","S01012552",2.5
"6048","S01012553",5
"6049","S01012554",1.25
"6050","S01012555",3.75
"6051","S01012556",0
"6052","S01012557",5
"6053","S01012558",10
"6054","S01012559",23.75
"6055","S01012560",6.25
"6056","S01012561",11.25
"6057","S01012562",18.75
"6058","S01012563",3.75
"6059","S01012564",6.25
"6060","S01012565",2.5
"6061","S01012566",20
"6062","S01012567",23.75
"6063","S01012568",5
"6064","S01012569",2.5
"6065","S01012570",5
"6066","S01012571",15
"6067","S01012572",3.75
"6068","S01012573",2.5
"6069","S01012574",6.25
"6070","S01012575",3.75
"6071","S01012576",1.25
"6072","S01012577",5
"6073","S01012578",5
"6074","S01012579",7.5
"6075","S01012580",5
"6076","S01012581",20
"6077","S01012582",8.75
"6078","S01012583",15
"6079","S01012584",8.75
"6080","S01012585",23.75
"6081","S01012586",3.75
"6082","S01012587",2.5
"6083","S01012588",2.5
"6084","S01012589",11.25
"6085","S01012590",17.5
"6086","S01012591",18.75
"6087","S01012592",0
"6088","S01012593",0
"6089","S01012594",5
"6090","S01012595",5
"6091","S01012596",20
"6092","S01012597",0
"6093","S01012598",3.75
"6094","S01012599",7.5
"6095","S01012600",5
"6096","S01012601",3.75
"6097","S01012602",17.5
"6098","S01012603",15
"6099","S01012604",10
"6100","S01012605",6.25
"6101","S01012606",0
"6102","S01012607",7.5
"6103","S01012608",11.25
"6104","S01012609",21.25
"6105","S01012610",31.25
"6106","S01012611",6.25
"6107","S01012612",13.75
"6108","S01012613",10
"6109","S01012614",10
"6110","S01012615",5
"6111","S01012616",7.5
"6112","S01012617",5
"6113","S01012618",11.25
"6114","S01012619",13.75
"6115","S01012620",5
"6116","S01012621",5
"6117","S01012622",8.75
"6118","S01012623",8.75
"6119","S01012624",12.5
"6120","S01012625",16.25
"6121","S01012626",3.75
"6122","S01012627",17.5
"6123","S01012628",2.5
"6124","S01012629",0
"6125","S01012630",15
"6126","S01012631",30
"6127","S01012632",5
"6128","S01012633",7.5
"6129","S01012634",6.25
"6130","S01012635",20
"6131","S01012636",3.75
"6132","S01012637",15
"6133","S01012638",16.25
"6134","S01012639",16.25
"6135","S01012640",38.75
"6136","S01012641",16.25
"6137","S01012642",36.25
"6138","S01012643",8.75
"6139","S01012644",12.5
"6140","S01012645",18.75
"6141","S01012646",10
"6142","S01012647",0
"6143","S01012648",15
"6144","S01012649",7.5
"6145","S01012650",6.25
"6146","S01012651",21.25
"6147","S01012652",5
"6148","S01012653",25
"6149","S01012654",5
"6150","S01012655",15
"6151","S01012656",8.75
"6152","S01012657",8.75
"6153","S01012658",5
"6154","S01012659",1.25
"6155","S01012660",10
"6156","S01012661",7.5
"6157","S01012662",15
"6158","S01012663",2.5
"6159","S01012664",10
"6160","S01012665",13.75
"6161","S01012666",12.5
"6162","S01012667",23.75
"6163","S01012668",18.75
"6164","S01012669",5
"6165","S01012670",5
"6166","S01012671",10
"6167","S01012672",13.75
"6168","S01012673",16.25
"6169","S01012674",17.5
"6170","S01012675",23.75
"6171","S01012676",16.25
"6172","S01012677",10
"6173","S01012678",5
"6174","S01012679",11.25
"6175","S01012680",2.5
"6176","S01012681",7.5
"6177","S01012682",7.5
"6178","S01012683",25
"6179","S01012684",3.75
"6180","S01012685",8.75
"6181","S01012686",5
"6182","S01012687",1.25
"6183","S01012688",11.25
"6184","S01012689",0
"6185","S01012690",1.25
"6186","S01012691",3.75
"6187","S01012692",6.25
"6188","S01012693",0
"6189","S01012694",3.75
"6190","S01012695",5
"6191","S01012696",1.25
"6192","S01012697",0
"6193","S01012698",5
"6194","S01012699",10
"6195","S01012700",5
"6196","S01012701",5
"6197","S01012702",10
"6198","S01012703",3.75
"6199","S01012704",13.75
"6200","S01012705",0
"6201","S01012706",12.5
"6202","S01012707",2.5
"6203","S01012708",13.75
"6204","S01012709",11.25
"6205","S01012710",13.75
"6206","S01012711",32.5
"6207","S01012712",6.25
"6208","S01012713",5
"6209","S01012714",7.5
"6210","S01012715",22.5
"6211","S01012716",1.25
"6212","S01012717",22.5
"6213","S01012718",11.25
"6214","S01012719",12.5
"6215","S01012720",10
"6216","S01012721",3.75
"6217","S01012722",27.5
"6218","S01012723",23.75
"6219","S01012724",13.75
"6220","S01012725",15
"6221","S01012726",3.75
"6222","S01012727",16.25
"6223","S01012728",33.75
"6224","S01012729",16.25
"6225","S01012730",18.75
"6226","S01012731",12.5
"6227","S01012732",8.75
"6228","S01012733",7.5
"6229","S01012734",0
"6230","S01012735",6.25
"6231","S01012736",11.25
"6232","S01012737",5
"6233","S01012738",12.5
"6234","S01012739",2.5
"6235","S01012740",5
"6236","S01012741",3.75
"6237","S01012742",3.75
"6238","S01012743",0
"6239","S01012744",0
"6240","S01012745",1.25
"6241","S01012746",6.25
"6242","S01012747",13.75
"6243","S01012748",37.5
"6244","S01012749",36.25
"6245","S01012750",21.25
"6246","S01012751",26.25
"6247","S01012752",17.5
"6248","S01012753",10
"6249","S01012754",10
"6250","S01012755",16.25
"6251","S01012756",7.5
"6252","S01012757",5
"6253","S01012758",12.5
"6254","S01012759",21.25
"6255","S01012760",23.75
"6256","S01012761",20
"6257","S01012762",8.75
"6258","S01012763",7.5
"6259","S01012764",18.75
"6260","S01012765",10
"6261","S01012766",15
"6262","S01012767",1.25
"6263","S01012768",5
"6264","S01012769",3.75
"6265","S01012770",10
"6266","S01012771",13.75
"6267","S01012772",13.75
"6268","S01012773",15
"6269","S01012774",25
"6270","S01012775",5
"6271","S01012776",12.5
"6272","S01012777",7.5
"6273","S01012778",17.5
"6274","S01012779",8.75
"6275","S01012780",25
"6276","S01012781",6.25
"6277","S01012782",20
"6278","S01012783",20
"6279","S01012784",28.75
"6280","S01012785",27.5
"6281","S01012786",42.5
"6282","S01012787",12.5
"6283","S01012788",21.25
"6284","S01012789",11.25
"6285","S01012790",3.75
"6286","S01012791",1.25
"6287","S01012792",12.5
"6288","S01012793",17.5
"6289","S01012794",3.75
"6290","S01012795",28.75
"6291","S01012796",16.25
"6292","S01012797",20
"6293","S01012798",5
"6294","S01012799",2.5
"6295","S01012800",8.75
"6296","S01012801",3.75
"6297","S01012802",0
"6298","S01012803",5
"6299","S01012804",20
"6300","S01012805",7.5
"6301","S01012806",5
"6302","S01012807",3.75
"6303","S01012808",11.25
"6304","S01012809",6.25
"6305","S01012810",20
"6306","S01012811",8.75
"6307","S01012812",5
"6308","S01012813",2.5
"6309","S01012814",5
"6310","S01012815",6.25
"6311","S01012816",6.25
"6312","S01012817",0
"6313","S01012818",8.75
"6314","S01012819",28.75
"6315","S01012820",11.25
"6316","S01012821",6.25
"6317","S01012822",17.5
"6318","S01012823",6.25
"6319","S01012824",7.5
"6320","S01012825",28.75
"6321","S01012826",25
"6322","S01012827",5
"6323","S01012828",3.75
"6324","S01012829",21.25
"6325","S01012830",8.75
"6326","S01012831",12.5
"6327","S01012832",11.25
"6328","S01012833",10
"6329","S01012834",18.75
"6330","S01012835",12.5
"6331","S01012836",2.5
"6332","S01012837",37.5
"6333","S01012838",46.25
"6334","S01012839",5
"6335","S01012840",3.75
"6336","S01012841",6.25
"6337","S01012842",2.5
"6338","S01012843",3.75
"6339","S01012844",2.5
"6340","S01012845",5
"6341","S01012846",17.5
"6342","S01012847",5
"6343","S01012848",2.5
"6344","S01012849",8.75
"6345","S01012850",10
"6346","S01012851",7.5
"6347","S01012852",2.5
"6348","S01012853",5
"6349","S01012854",5
"6350","S01012855",5
"6351","S01012856",8.75
"6352","S01012857",16.25
"6353","S01012858",13.75
"6354","S01012859",17.5
"6355","S01012860",3.75
"6356","S01012861",0
"6357","S01012862",18.75
"6358","S01012863",35
"6359","S01012864",27.5
"6360","S01012865",5
"6361","S01012866",13.75
"6362","S01012867",12.5
"6363","S01012868",12.5
"6364","S01012869",21.25
"6365","S01012870",7.5
"6366","S01012871",6.25
"6367","S01012872",10
"6368","S01012873",6.25
"6369","S01012874",22.5
"6370","S01012875",12.5
"6371","S01012876",16.25
"6372","S01012877",7.5
"6373","S01012878",5
"6374","S01012879",3.75
"6375","S01012880",8.75
"6376","S01012881",2.5
"6377","S01012882",13.75
"6378","S01012883",20
"6379","S01012884",8.75
"6380","S01012885",15
"6381","S01012886",3.75
"6382","S01012887",1.25
"6383","S01012888",5
"6384","S01012889",5
"6385","S01012890",20
"6386","S01012891",7.5
"6387","S01012892",33.75
"6388","S01012893",26.25
"6389","S01012894",10
"6390","S01012895",0
"6391","S01012896",17.5
"6392","S01012897",2.5
"6393","S01012898",0
"6394","S01012899",22.5
"6395","S01012900",6.25
"6396","S01012901",6.25
"6397","S01012902",6.25
"6398","S01012903",12.5
"6399","S01012904",11.25
"6400","S01012905",10
"6401","S01012906",10
"6402","S01012907",8.75
"6403","S01012908",7.5
"6404","S01012909",13.75
"6405","S01012910",23.75
"6406","S01012911",5
"6407","S01012912",10
"6408","S01012913",10
"6409","S01012914",11.25
"6410","S01012915",6.25
"6411","S01012916",6.25
"6412","S01012917",0
"6413","S01012918",8.75
"6414","S01012919",2.5
"6415","S01012920",2.5
"6416","S01012921",7.5
"6417","S01012922",12.5
"6418","S01012923",8.75
"6419","S01012924",5
"6420","S01012925",3.75
"6421","S01012926",10
"6422","S01012927",6.25
"6423","S01012928",8.75
"6424","S01012929",1.25
"6425","S01012930",16.25
"6426","S01012931",13.75
"6427","S01012932",5
"6428","S01012933",6.25
"6429","S01012934",10
"6430","S01012935",11.25
"6431","S01012936",7.5
"6432","S01012937",5
"6433","S01012938",2.5
"6434","S01012939",1.25
"6435","S01012940",5
"6436","S01012941",0
"6437","S01012942",15
"6438","S01012943",2.5
"6439","S01012944",0
"6440","S01012945",2.5
"6441","S01012946",2.5
"6442","S01012947",1.25
"6443","S01012948",2.5
"6444","S01012949",0
"6445","S01012950",5
"6446","S01012951",0
"6447","S01012952",0
"6448","S01012953",5
"6449","S01012954",0
"6450","S01012955",5
"6451","S01012956",12.5
"6452","S01012957",8.75
"6453","S01012958",5
"6454","S01012959",6.25
"6455","S01012960",6.25
"6456","S01012961",3.75
"6457","S01012962",2.5
"6458","S01012963",3.75
"6459","S01012964",2.5
"6460","S01012965",6.25
"6461","S01012966",6.25
"6462","S01012967",5
"6463","S01012968",11.25
"6464","S01012969",13.75
"6465","S01012970",6.25
"6466","S01012971",13.75
"6467","S01012972",10
"6468","S01012973",8.75
"6469","S01012974",27.5
"6470","S01012975",11.25
"6471","S01012976",7.5
"6472","S01012977",10
"6473","S01012978",15
"6474","S01012979",12.5
"6475","S01012980",15
"6476","S01012981",15
"6477","S01012982",8.75
"6478","S01012983",5
"6479","S01012984",3.75
"6480","S01012985",6.25
"6481","S01012986",13.75
"6482","S01012987",11.25
"6483","S01012988",10
"6484","S01012989",15
"6485","S01012990",10
"6486","S01012991",11.25
"6487","S01012992",6.25
"6488","S01012993",10
"6489","S01012994",22.5
"6490","S01012995",11.25
"6491","S01012996",6.25
"6492","S01012997",8.75
"6493","S01012998",10
"6494","S01012999",6.25
"6495","S01013000",12.5
"6496","S01013001",0
"6497","S01013002",2.5
"6498","S01013003",0
"6499","S01013004",3.75
"6500","S01013005",1.25
"6501","S01013006",3.75
"6502","S01013007",1.25
"6503","S01013008",5
"6504","S01013009",3.75
"6505","S01013010",1.25
"6506","S01013011",5
"6507","S01013012",6.25
"6508","S01013013",3.75
"6509","S01013014",3.75
"6510","S01013015",3.75
"6511","S01013016",0
"6512","S01013017",5
"6513","S01013018",6.25
"6514","S01013019",0
"6515","S01013020",5
"6516","S01013021",5
"6517","S01013022",11.25
"6518","S01013023",1.25
"6519","S01013024",3.75
"6520","S01013025",1.25
"6521","S01013026",21.25
"6522","S01013027",23.75
"6523","S01013028",2.5
"6524","S01013029",16.25
"6525","S01013030",16.25
"6526","S01013031",16.25
"6527","S01013032",6.25
"6528","S01013033",5
"6529","S01013034",8.75
"6530","S01013035",16.25
"6531","S01013036",22.5
"6532","S01013037",2.5
"6533","S01013038",17.5
"6534","S01013039",5
"6535","S01013040",10
"6536","S01013041",7.5
"6537","S01013042",10
"6538","S01013043",21.25
"6539","S01013044",18.75
"6540","S01013045",5
"6541","S01013046",11.25
"6542","S01013047",5
"6543","S01013048",13.75
"6544","S01013049",7.5
"6545","S01013050",13.75
"6546","S01013051",22.5
"6547","S01013052",7.5
"6548","S01013053",20
"6549","S01013054",8.75
"6550","S01013055",13.75
"6551","S01013056",17.5
"6552","S01013057",40
"6553","S01013058",5
"6554","S01013059",5
"6555","S01013060",10
"6556","S01013061",5
"6557","S01013062",3.75
"6558","S01013063",5
"6559","S01013064",6.25
"6560","S01013065",11.25
"6561","S01013066",15
"6562","S01013067",5
"6563","S01013068",28.75
"6564","S01013069",12.5
"6565","S01013070",17.5
"6566","S01013071",5
"6567","S01013072",7.5
"6568","S01013073",21.25
"6569","S01013074",33.75
"6570","S01013075",32.5
"6571","S01013076",1.25
"6572","S01013077",23.75
"6573","S01013078",20
"6574","S01013079",5
"6575","S01013080",3.75
"6576","S01013081",5
"6577","S01013082",5
"6578","S01013083",1.25
"6579","S01013084",1.25
"6580","S01013085",5
"6581","S01013086",6.25
"6582","S01013087",0
"6583","S01013088",2.5
"6584","S01013089",7.5
"6585","S01013090",5
"6586","S01013091",6.25
"6587","S01013092",8.75
"6588","S01013093",2.5
"6589","S01013094",3.75
"6590","S01013095",2.5
"6591","S01013096",2.5
"6592","S01013097",1.25
"6593","S01013098",0
"6594","S01013099",7.5
"6595","S01013100",0
"6596","S01013101",21.25
"6597","S01013102",1.25
"6598","S01013103",3.75
"6599","S01013104",2.5
"6600","S01013105",2.5
"6601","S01013106",8.75
"6602","S01013107",3.75
"6603","S01013108",5
"6604","S01013109",5
"6605","S01013110",3.75
"6606","S01013111",0
"6607","S01013112",7.5
"6608","S01013113",11.25
"6609","S01013114",5
"6610","S01013115",3.75
"6611","S01013116",0
"6612","S01013117",5
"6613","S01013118",3.75
"6614","S01013119",6.25
"6615","S01013120",7.5
"6616","S01013121",6.25
"6617","S01013122",18.75
"6618","S01013123",23.75
"6619","S01013124",10
"6620","S01013125",11.25
"6621","S01013126",26.25
"6622","S01013127",28.75
"6623","S01013128",23.75
"6624","S01013129",36.25
"6625","S01013130",35
"6626","S01013131",21.25
"6627","S01013132",20
"6628","S01013133",40
"6629","S01013134",16.25
"6630","S01013135",40
"6631","S01013136",11.25
"6632","S01013137",6.25
"6633","S01013138",33.75
"6634","S01013139",48.75
"6635","S01013140",23.75
"6636","S01013141",21.25
"6637","S01013142",32.5
"6638","S01013143",15
"6639","S01013144",13.75
"6640","S01013145",8.75
"6641","S01013146",7.5
"6642","S01013147",6.25
"6643","S01013148",10
"6644","S01013149",12.5
"6645","S01013150",8.75
"6646","S01013151",5
"6647","S01013152",6.25
"6648","S01013153",25
"6649","S01013154",23.75
"6650","S01013155",30
"6651","S01013156",22.5
"6652","S01013157",30
"6653","S01013158",5
"6654","S01013159",2.5
"6655","S01013160",1.25
"6656","S01013161",18.75
"6657","S01013162",16.25
"6658","S01013163",6.25
"6659","S01013164",35
"6660","S01013165",15
"6661","S01013166",47.5
"6662","S01013167",47.5
"6663","S01013168",21.25
"6664","S01013169",22.5
"6665","S01013170",17.5
"6666","S01013171",12.5
"6667","S01013172",10
"6668","S01013173",6.25
"6669","S01013174",3.75
"6670","S01013175",2.5
"6671","S01013176",12.5
"6672","S01013177",5
"6673","S01013178",6.25
"6674","S01013179",8.75
"6675","S01013180",5
"6676","S01013181",6.25
"6677","S01013182",8.75
"6678","S01013183",7.5
"6679","S01013184",25
"6680","S01013185",22.5
"6681","S01013186",25
"6682","S01013187",25
"6683","S01013188",11.25
"6684","S01013189",6.25
"6685","S01013190",11.25
"6686","S01013191",5
"6687","S01013192",6.25
"6688","S01013193",6.25
"6689","S01013194",8.75
"6690","S01013195",23.75
"6691","S01013196",5
"6692","S01013197",1.25
"6693","S01013198",16.25
"6694","S01013199",10
"6695","S01013200",18.75
"6696","S01013201",40
"6697","S01013202",12.5
"6698","S01013203",32.5
"6699","S01013204",6.25
"6700","S01013205",31.25
"6701","S01013206",23.75
"6702","S01013207",31.25
"6703","S01013208",25
"6704","S01013209",21.25
"6705","S01013210",5
"6706","S01013211",21.25
"6707","S01013212",2.5
"6708","S01013213",3.75
"6709","S01013214",0
"6710","S01013215",18.75
"6711","S01013216",13.75
"6712","S01013217",13.75
"6713","S01013218",15
"6714","S01013219",11.25
"6715","S01013220",36.25
"6716","S01013221",17.5
"6717","S01013222",8.75
"6718","S01013223",32.5
"6719","S01013224",22.5
"6720","S01013225",22.5
"6721","S01013226",5
"6722","S01013227",37.5
"6723","S01013228",27.5
"6724","S01013229",16.25
"6725","S01013230",5
"6726","S01013231",10
"6727","S01013232",8.75
"6728","S01013233",3.75
"6729","S01013234",0
"6730","S01013235",10
"6731","S01013236",8.75
"6732","S01013237",10
"6733","S01013238",28.75
"6734","S01013239",27.5
"6735","S01013240",15
"6736","S01013241",2.5
"6737","S01013242",2.5
"6738","S01013243",13.75
"6739","S01013244",8.75
"6740","S01013245",10
"6741","S01013246",3.75
"6742","S01013247",15
"6743","S01013248",20
"6744","S01013249",5
"6745","S01013250",10
"6746","S01013251",18.75
"6747","S01013252",5
"6748","S01013253",1.25
"6749","S01013254",12.5
"6750","S01013255",8.75
"6751","S01013256",5
"6752","S01013257",8.75
"6753","S01013258",1.25
"6754","S01013259",7.5
"6755","S01013260",21.25
"6756","S01013261",11.25
"6757","S01013262",12.5
"6758","S01013263",1.25
"6759","S01013264",3.75
"6760","S01013265",2.5
"6761","S01013266",0
"6762","S01013267",7.5
"6763","S01013268",10
"6764","S01013269",5
"6765","S01013270",1.25
"6766","S01013271",1.25
"6767","S01013272",3.75
"6768","S01013273",3.75
"6769","S01013274",2.5
"6770","S01013275",3.75
"6771","S01013276",1.25
"6772","S01013277",7.5
"6773","S01013278",13.75
"6774","S01013279",12.5
"6775","S01013280",5
"6776","S01013281",13.75
"6777","S01013282",18.75
"6778","S01013283",13.75
"6779","S01013284",2.5
"6780","S01013285",2.5
"6781","S01013286",5
"6782","S01013287",7.5
"6783","S01013288",6.25
"6784","S01013289",0
"6785","S01013290",5
"6786","S01013291",6.25
"6787","S01013292",5
"6788","S01013293",2.5
"6789","S01013294",6.25
"6790","S01013295",3.75
"6791","S01013296",11.25
"6792","S01013297",5
"6793","S01013298",5
"6794","S01013299",8.75
"6795","S01013300",5
"6796","S01013301",2.5
"6797","S01013302",3.75
"6798","S01013303",5
"6799","S01013304",31.25
"6800","S01013305",15
"6801","S01013306",47.5
"6802","S01013307",26.25
"6803","S01013308",17.5
"6804","S01013309",6.25
"6805","S01013310",10
"6806","S01013311",11.25
"6807","S01013312",12.5
"6808","S01013313",8.75
"6809","S01013314",10
"6810","S01013315",0
"6811","S01013316",2.5
"6812","S01013317",1.25
"6813","S01013318",0
"6814","S01013319",5
"6815","S01013320",5
"6816","S01013321",5
"6817","S01013322",7.5
"6818","S01013323",16.25
"6819","S01013324",16.25
"6820","S01013325",25
"6821","S01013326",10
"6822","S01013327",11.25
"6823","S01013328",13.75
"6824","S01013329",7.5
"6825","S01013330",7.5
"6826","S01013331",5
"6827","S01013332",12.5
"6828","S01013333",7.5
"6829","S01013334",18.75
"6830","S01013335",18.75
"6831","S01013336",21.25
"6832","S01013337",5
"6833","S01013338",0
"6834","S01013339",6.25
"6835","S01013340",1.25
"6836","S01013341",5
"6837","S01013342",13.75
"6838","S01013343",10
"6839","S01013344",7.5
"6840","S01013345",10
"6841","S01013346",5
"6842","S01013347",5
"6843","S01013348",5
"6844","S01013349",5
"6845","S01013350",7.5
"6846","S01013351",6.25
"6847","S01013352",6.25
"6848","S01013353",11.25
"6849","S01013354",3.75
"6850","S01013355",11.25
"6851","S01013356",16.25
"6852","S01013357",3.75
"6853","S01013358",11.25
"6854","S01013359",15
"6855","S01013360",12.5
"6856","S01013361",11.25
"6857","S01013362",5
"6858","S01013363",25
"6859","S01013364",3.75
"6860","S01013365",8.75
"6861","S01013366",5
"6862","S01013367",3.75
"6863","S01013368",5
"6864","S01013369",10
"6865","S01013370",17.5
"6866","S01013371",8.75
"6867","S01013372",38.75
"6868","S01013373",27.5
"6869","S01013374",40
