"","overall_imd_score","Data_Zone"
"656",19.5771109557305,"S01007161"
"657",15.8252059519804,"S01007162"
"658",12.9993818344084,"S01007163"
"659",9.96162274962044,"S01007164"
"660",7.42071017103427,"S01007165"
"661",10.439568451353,"S01007166"
"662",6.85485592951455,"S01007167"
"663",7.66144913079236,"S01007168"
"664",9.19320316281134,"S01007169"
"665",13.2668060679971,"S01007170"
"666",11.8211716916453,"S01007171"
"667",11.2896252678209,"S01007172"
"668",9.51307666487665,"S01007173"
"669",20.5463182453585,"S01007174"
"670",10.528248653485,"S01007175"
"671",10.5287160095276,"S01007176"
"672",26.5131839529737,"S01007177"
"673",40.6769742774372,"S01007178"
"674",9.82601278180894,"S01007179"
"675",11.1897776051762,"S01007180"
"676",12.1906808962435,"S01007181"
"677",16.3743761365897,"S01007182"
"678",20.7120263104578,"S01007183"
"679",33.5698356966323,"S01007184"
"680",40.0931525507834,"S01007185"
"681",61.6466973644273,"S01007186"
"682",30.6860897771524,"S01007187"
"683",23.4553891192078,"S01007188"
"684",31.8298569756372,"S01007189"
"685",16.1203855411874,"S01007190"
"686",16.6806560171496,"S01007191"
"687",29.8928172198761,"S01007192"
"688",21.5666839494516,"S01007193"
"689",40.3913515245165,"S01007194"
"690",38.2217032059926,"S01007195"
"691",21.4317780724384,"S01007196"
"692",38.6847272055293,"S01007197"
"693",36.6231081109499,"S01007198"
"694",56.143188847449,"S01007199"
"695",20.9997678311709,"S01007200"
"696",26.3031417690608,"S01007201"
"697",25.4594275876485,"S01007202"
"698",19.0003297685257,"S01007203"
"699",15.6057580918337,"S01007204"
"700",16.2363507569103,"S01007205"
"701",17.0834030601592,"S01007206"
"702",18.0399946214271,"S01007207"
"703",28.2609410400479,"S01007208"
"704",20.6037529060959,"S01007209"
"705",26.8799565000131,"S01007210"
"706",32.2340779826839,"S01007211"
"707",10.603280858387,"S01007212"
"708",10.7372450692796,"S01007213"
"709",32.2767960855519,"S01007214"
"710",19.3695131587619,"S01007215"
"711",12.5575973559911,"S01007216"
"712",29.0811710898591,"S01007217"
"713",5.98095346295153,"S01007218"
"714",23.4259039319137,"S01007219"
"715",23.1236182675344,"S01007220"
"716",8.87906637101719,"S01007221"
"717",17.0794818210913,"S01007222"
"718",5.44792777026412,"S01007223"
"719",12.6044136043354,"S01007224"
"720",13.5339724878381,"S01007225"
"721",11.1430306665542,"S01007226"
"722",17.1262845853535,"S01007227"
"723",17.7162706166331,"S01007228"
"724",14.4335002674517,"S01007229"
"725",37.7932980900286,"S01007230"
"726",31.7385644577511,"S01007231"
"727",40.128254177055,"S01007232"
"728",17.2162009307744,"S01007233"
"729",21.1960440172629,"S01007234"
"730",23.680236030252,"S01007235"
"731",17.5586704458157,"S01007236"
"732",9.05317190126173,"S01007237"
"733",11.7389475423797,"S01007238"
"734",7.86341020312322,"S01007239"
"735",18.5560396738274,"S01007240"
"736",10.9956886208349,"S01007241"
"737",13.7188868932588,"S01007242"
"738",12.3352937555252,"S01007243"
"739",12.3411357720185,"S01007244"
"740",18.2265397694198,"S01007245"
"741",15.4921558178069,"S01007246"
"742",14.1980972023989,"S01007247"
"743",5.85841232212755,"S01007248"
"744",14.0568578484045,"S01007249"
"745",19.8067046745924,"S01007250"
"746",17.5260648256259,"S01007251"
"747",12.0962079932938,"S01007252"
"748",8.37944900929041,"S01007253"
"749",27.9551938189593,"S01007254"
"750",32.9599546375217,"S01007255"
"751",27.7973039090255,"S01007256"
"752",36.7192995875317,"S01007257"
"753",19.5803013648658,"S01007258"
"754",23.2597042177146,"S01007259"
"755",33.121800545167,"S01007260"
"756",11.7377781181211,"S01007261"
"757",17.4475690812969,"S01007262"
"758",19.5999117777622,"S01007263"
"759",14.3067643953214,"S01007264"
"760",23.5264212848542,"S01007265"
"761",18.1793548179518,"S01007266"
"762",16.5122871730782,"S01007267"
"763",14.8916629903628,"S01007268"
"764",12.8765434554162,"S01007269"
"765",13.8268551512431,"S01007270"
"766",14.1160944420163,"S01007271"
"767",34.2813798077062,"S01007272"
"768",14.8648857144686,"S01007273"
"769",26.0304843987051,"S01007274"
"770",8.86728691973603,"S01007275"
"771",14.6798342893253,"S01007276"
"772",7.04045287003871,"S01007277"
"773",6.78203549795711,"S01007278"
"774",14.8616786405892,"S01007279"
"775",15.0753982083813,"S01007280"
